timestamp,product_category,quantity_sold,price,competitor_price,promotions,inventory_level,day_of_week,month,is_weekend,is_holiday,season
2023-07-08,Fashion,121,81.18,104.46,0,384,5,7,1,0,Summer
2023-07-08,Food & Grocery,205,23.63,24.99,0,767,5,7,1,0,Summer
2023-07-08,Home & Kitchen,34,121.01,118.24,0,214,5,7,1,0,Summer
2023-07-09,Beauty,84,36.72,40.9,0,443,6,7,1,0,Summer
2023-07-09,Electronics,56,440.68,513.81,0,250,6,7,1,0,Summer
2023-07-09,Fashion,254,59.96,84.99,1,688,6,7,1,0,Summer
2023-07-09,Food & Grocery,172,26.04,28.03,0,696,6,7,1,0,Summer
2023-07-09,Home & Kitchen,42,115.85,123.6,0,166,6,7,1,0,Summer
2023-07-10,Beauty,74,34.88,30.93,0,361,0,7,0,0,Summer
2023-07-10,Electronics,62,465.3,524.89,0,297,0,7,0,0,Summer
2023-07-10,Fashion,112,86.36,99.95,0,457,0,7,0,0,Summer
2023-07-10,Food & Grocery,187,23.51,22.41,0,863,0,7,0,0,Summer
2023-07-10,Home & Kitchen,98,85.26,118.79,1,262,0,7,0,0,Summer
2023-07-11,Beauty,74,35.27,30.28,0,343,1,7,0,0,Summer
2023-07-11,Electronics,64,469.85,505.52,0,345,1,7,0,0,Summer
2023-07-11,Fashion,101,83.9,74.96,0,364,1,7,0,0,Summer
2023-07-11,Food & Grocery,285,21.7,29.49,1,936,1,7,0,0,Summer
2023-07-11,Home & Kitchen,44,123.22,113.75,0,160,1,7,0,0,Summer
2023-07-12,Beauty,77,35.59,37.15,0,357,2,7,0,0,Summer
2023-07-12,Electronics,65,459.6,476.25,0,216,2,7,0,0,Summer
2023-07-12,Fashion,101,81.36,89.8,0,553,2,7,0,0,Summer
2023-07-12,Food & Grocery,402,17.02,22.52,1,708,2,7,0,0,Summer
2023-07-12,Home & Kitchen,69,114.43,104.67,0,223,2,7,0,0,Summer
2023-07-13,Beauty,152,31.1,30.34,1,591,3,7,0,0,Summer
2023-07-13,Electronics,79,415.96,446.75,0,355,3,7,0,0,Summer
2023-07-13,Fashion,197,71.98,96.04,1,754,3,7,0,0,Summer
2023-07-13,Food & Grocery,160,25.15,19.61,0,515,3,7,0,0,Summer
2023-07-13,Home & Kitchen,43,123.74,117.84,0,201,3,7,0,0,Summer
2023-07-14,Beauty,185,27.47,42.46,1,439,4,7,0,0,Summer
2023-07-14,Electronics,75,459.95,327.75,0,185,4,7,0,0,Summer
2023-07-14,Fashion,113,85.26,85.88,0,332,4,7,0,0,Summer
2023-07-14,Food & Grocery,159,25.04,31.02,0,717,4,7,0,0,Summer
2023-07-14,Home & Kitchen,55,118.66,127.86,0,239,4,7,0,0,Summer
2023-07-15,Beauty,83,35.95,40.3,0,448,5,7,1,0,Summer
2023-07-15,Electronics,43,442.38,475.26,0,328,5,7,1,0,Summer
2023-07-15,Fashion,107,86.07,78.75,0,555,5,7,1,0,Summer
2023-07-15,Food & Grocery,483,19.44,22.31,1,948,5,7,1,0,Summer
2023-07-15,Home & Kitchen,35,117.35,118.57,0,230,5,7,1,0,Summer
2023-07-16,Beauty,68,35.87,36.67,0,342,6,7,1,0,Summer
2023-07-16,Electronics,54,444.68,465.49,0,197,6,7,1,0,Summer
2023-07-16,Fashion,137,80.44,80.33,0,402,6,7,1,0,Summer
2023-07-16,Food & Grocery,189,24.38,25.99,0,822,6,7,1,0,Summer
2023-07-16,Home & Kitchen,38,117.26,121.91,0,160,6,7,1,0,Summer
2023-07-17,Beauty,79,35.21,35.39,0,243,0,7,0,0,Summer
2023-07-17,Electronics,69,458.03,492.88,0,293,0,7,0,0,Summer
2023-07-17,Fashion,114,84.74,76.42,0,518,0,7,0,0,Summer
2023-07-17,Food & Grocery,195,24.34,24.06,0,671,0,7,0,0,Summer
2023-07-17,Home & Kitchen,49,118.5,108.68,0,195,0,7,0,0,Summer
2023-07-18,Beauty,108,35.27,31.64,0,343,1,7,0,0,Summer
2023-07-18,Electronics,70,453.15,447.22,0,332,1,7,0,0,Summer
2023-07-18,Fashion,117,83.03,77.44,0,499,1,7,0,0,Summer
2023-07-18,Food & Grocery,166,24.67,24.89,0,648,1,7,0,0,Summer
2023-07-18,Home & Kitchen,43,120.04,97.64,0,197,1,7,0,0,Summer
2023-07-19,Beauty,71,34.49,34.19,0,260,2,7,0,0,Summer
2023-07-19,Electronics,75,452.02,427.33,0,230,2,7,0,0,Summer
2023-07-19,Fashion,110,82.92,75.23,0,384,2,7,0,0,Summer
2023-07-19,Food & Grocery,169,24.95,27.02,0,614,2,7,0,0,Summer
2023-07-19,Home & Kitchen,35,122.94,128.6,0,183,2,7,0,0,Summer
2023-07-20,Beauty,94,33.82,36.22,0,281,3,7,0,0,Summer
2023-07-20,Electronics,74,449.2,398.95,0,225,3,7,0,0,Summer
2023-07-20,Fashion,97,84.54,76.8,0,324,3,7,0,0,Summer
2023-07-20,Food & Grocery,141,24.95,23.43,0,732,3,7,0,0,Summer
2023-07-20,Home & Kitchen,47,120.57,119.47,0,144,3,7,0,0,Summer
2023-07-21,Beauty,142,29.1,34.26,1,564,4,7,0,0,Summer
2023-07-21,Electronics,151,389.79,458.35,1,529,4,7,0,0,Summer
2023-07-21,Fashion,106,83.69,103.45,0,586,4,7,0,0,Summer
2023-07-21,Food & Grocery,144,26.19,26.04,0,484,4,7,0,0,Summer
2023-07-21,Home & Kitchen,37,120.56,114.35,0,230,4,7,0,0,Summer
2023-07-22,Beauty,108,35.75,35.92,0,266,5,7,1,0,Summer
2023-07-22,Electronics,40,443.17,434.0,0,302,5,7,1,0,Summer
2023-07-22,Fashion,272,61.2,95.87,1,595,5,7,1,0,Summer
2023-07-22,Food & Grocery,161,24.35,25.33,0,555,5,7,1,0,Summer
2023-07-22,Home & Kitchen,25,119.37,143.78,0,178,5,7,1,0,Summer
2023-07-23,Beauty,100,34.99,30.94,0,327,6,7,1,0,Summer
2023-07-23,Electronics,120,334.35,479.43,1,525,6,7,1,0,Summer
2023-07-23,Fashion,110,86.05,80.02,0,590,6,7,1,0,Summer
2023-07-23,Food & Grocery,167,25.52,23.04,0,869,6,7,1,0,Summer
2023-07-23,Home & Kitchen,65,90.48,125.55,1,309,6,7,1,0,Summer
2023-07-24,Beauty,82,33.27,37.29,0,348,0,7,0,0,Summer
2023-07-24,Electronics,91,432.74,508.81,0,359,0,7,0,0,Summer
2023-07-24,Fashion,112,84.27,102.69,0,477,0,7,0,0,Summer
2023-07-24,Food & Grocery,127,26.93,26.94,0,575,0,7,0,0,Summer
2023-07-24,Home & Kitchen,53,121.46,123.15,0,120,0,7,0,0,Summer
2023-07-25,Beauty,160,27.66,35.35,1,466,1,7,0,0,Summer
2023-07-25,Electronics,83,437.06,466.66,0,334,1,7,0,0,Summer
2023-07-25,Fashion,107,84.37,100.73,0,596,1,7,0,0,Summer
2023-07-25,Food & Grocery,170,25.71,24.8,0,880,1,7,0,0,Summer
2023-07-25,Home & Kitchen,37,123.36,116.58,0,155,1,7,0,0,Summer
2023-07-26,Beauty,74,35.13,34.36,0,273,2,7,0,0,Summer
2023-07-26,Electronics,80,447.03,442.12,0,224,2,7,0,0,Summer
2023-07-26,Fashion,90,85.0,79.62,0,508,2,7,0,0,Summer
2023-07-26,Food & Grocery,138,24.81,27.31,0,723,2,7,0,0,Summer
2023-07-26,Home & Kitchen,48,124.12,152.42,0,198,2,7,0,0,Summer
2023-07-27,Beauty,65,36.03,40.49,0,226,3,7,0,0,Summer
2023-07-27,Electronics,55,435.9,401.36,0,304,3,7,0,0,Summer
2023-07-27,Fashion,70,86.3,79.37,0,352,3,7,0,0,Summer
2023-07-27,Food & Grocery,157,25.46,25.57,0,544,3,7,0,0,Summer
2023-07-27,Home & Kitchen,47,118.3,99.51,0,166,3,7,0,0,Summer
2023-07-28,Beauty,64,35.57,40.66,0,278,4,7,0,0,Summer
2023-07-28,Electronics,53,462.62,327.46,0,208,4,7,0,0,Summer
2023-07-28,Fashion,121,86.35,84.97,0,317,4,7,0,0,Summer
2023-07-28,Food & Grocery,164,24.65,27.12,0,861,4,7,0,0,Summer
2023-07-28,Home & Kitchen,106,102.27,113.2,1,327,4,7,0,0,Summer
2023-07-29,Beauty,94,35.65,43.44,0,443,5,7,1,0,Summer
2023-07-29,Electronics,57,453.66,415.14,0,304,5,7,1,0,Summer
2023-07-29,Fashion,105,88.23,80.29,0,536,5,7,1,0,Summer
2023-07-29,Food & Grocery,161,26.06,26.48,0,844,5,7,1,0,Summer
2023-07-29,Home & Kitchen,27,124.12,110.94,0,187,5,7,1,0,Summer
2023-07-30,Beauty,70,36.18,30.8,0,369,6,7,1,0,Summer
2023-07-30,Electronics,48,427.28,487.89,0,283,6,7,1,0,Summer
2023-07-30,Fashion,123,85.13,96.42,0,544,6,7,1,0,Summer
2023-07-30,Food & Grocery,341,20.93,28.8,1,1078,6,7,1,0,Summer
2023-07-30,Home & Kitchen,32,115.45,148.03,0,174,6,7,1,0,Summer
2023-07-31,Beauty,67,35.24,35.69,0,388,0,7,0,0,Summer
2023-07-31,Electronics,58,456.92,496.44,0,246,0,7,0,0,Summer
2023-07-31,Fashion,93,86.05,68.99,0,513,0,7,0,0,Summer
2023-07-31,Food & Grocery,164,24.85,26.45,0,845,0,7,0,0,Summer
2023-07-31,Home & Kitchen,44,122.24,100.31,0,207,0,7,0,0,Summer
2023-08-01,Beauty,181,24.89,33.49,1,411,1,8,0,0,Summer
2023-08-01,Electronics,81,462.04,465.67,0,292,1,8,0,0,Summer
2023-08-01,Fashion,132,81.17,70.59,0,490,1,8,0,0,Summer
2023-08-01,Food & Grocery,188,23.71,26.35,0,528,1,8,0,0,Summer
2023-08-01,Home & Kitchen,106,90.23,104.14,1,210,1,8,0,0,Summer
2023-08-02,Beauty,80,34.33,34.22,0,347,2,8,0,0,Summer
2023-08-02,Electronics,96,445.74,424.62,0,305,2,8,0,0,Summer
2023-08-02,Fashion,112,85.39,68.94,0,498,2,8,0,0,Summer
2023-08-02,Food & Grocery,180,25.21,23.44,0,454,2,8,0,0,Summer
2023-08-02,Home & Kitchen,44,120.83,128.16,0,159,2,8,0,0,Summer
2023-08-03,Beauty,82,34.63,39.48,0,309,3,8,0,0,Summer
2023-08-03,Electronics,97,432.12,461.26,0,217,3,8,0,0,Summer
2023-08-03,Fashion,288,60.16,82.92,1,682,3,8,0,0,Summer
2023-08-03,Food & Grocery,179,25.14,24.89,0,593,3,8,0,0,Summer
2023-08-03,Home & Kitchen,42,120.94,113.93,0,160,3,8,0,0,Summer
2023-08-04,Beauty,69,36.14,34.41,0,271,4,8,0,0,Summer
2023-08-04,Electronics,84,453.82,445.66,0,337,4,8,0,0,Summer
2023-08-04,Fashion,264,68.69,61.43,1,547,4,8,0,0,Summer
2023-08-04,Food & Grocery,174,24.04,28.06,0,762,4,8,0,0,Summer
2023-08-04,Home & Kitchen,51,122.35,132.9,0,195,4,8,0,0,Summer
2023-08-05,Beauty,120,34.99,33.09,0,413,5,8,1,0,Summer
2023-08-05,Electronics,48,425.2,426.22,0,193,5,8,1,0,Summer
2023-08-05,Fashion,141,85.45,92.64,0,407,5,8,1,0,Summer
2023-08-05,Food & Grocery,181,25.45,26.38,0,550,5,8,1,0,Summer
2023-08-05,Home & Kitchen,38,122.77,130.39,0,166,5,8,1,0,Summer
2023-08-06,Beauty,79,35.16,43.25,0,383,6,8,1,0,Summer
2023-08-06,Electronics,62,466.91,519.28,0,188,6,8,1,0,Summer
2023-08-06,Fashion,144,84.51,74.96,0,337,6,8,1,0,Summer
2023-08-06,Food & Grocery,179,26.15,25.98,0,679,6,8,1,0,Summer
2023-08-06,Home & Kitchen,27,121.24,110.39,0,238,6,8,1,0,Summer
2023-08-07,Beauty,84,34.25,37.88,0,378,0,8,0,0,Summer
2023-08-07,Electronics,105,426.28,408.41,0,246,0,8,0,0,Summer
2023-08-07,Fashion,126,84.09,110.89,0,578,0,8,0,0,Summer
2023-08-07,Food & Grocery,157,24.4,27.0,0,484,0,8,0,0,Summer
2023-08-07,Home & Kitchen,48,120.58,103.78,0,185,0,8,0,0,Summer
2023-08-08,Beauty,70,34.88,38.13,0,433,1,8,0,0,Summer
2023-08-08,Electronics,90,448.88,485.76,0,224,1,8,0,0,Summer
2023-08-08,Fashion,132,87.39,92.07,0,306,1,8,0,0,Summer
2023-08-08,Food & Grocery,169,24.28,23.82,0,570,1,8,0,0,Summer
2023-08-08,Home & Kitchen,46,121.62,111.53,0,232,1,8,0,0,Summer
2023-08-09,Beauty,59,36.09,33.06,0,415,2,8,0,0,Summer
2023-08-09,Electronics,83,464.6,355.3,0,183,2,8,0,0,Summer
2023-08-09,Fashion,120,85.85,74.94,0,535,2,8,0,0,Summer
2023-08-09,Food & Grocery,170,24.08,20.91,0,801,2,8,0,0,Summer
2023-08-09,Home & Kitchen,58,118.51,125.4,0,229,2,8,0,0,Summer
2023-08-10,Beauty,200,24.57,34.72,1,489,3,8,0,0,Summer
2023-08-10,Electronics,94,452.18,538.81,0,225,3,8,0,0,Summer
2023-08-10,Fashion,134,80.83,87.23,0,550,3,8,0,0,Summer
2023-08-10,Food & Grocery,131,25.29,24.59,0,614,3,8,0,0,Summer
2023-08-10,Home & Kitchen,46,124.35,126.36,0,215,3,8,0,0,Summer
2023-08-11,Beauty,73,36.05,34.08,0,341,4,8,0,0,Summer
2023-08-11,Electronics,84,455.79,437.89,0,320,4,8,0,0,Summer
2023-08-11,Fashion,125,87.88,82.62,0,478,4,8,0,0,Summer
2023-08-11,Food & Grocery,190,24.55,24.11,0,689,4,8,0,0,Summer
2023-08-11,Home & Kitchen,52,118.51,135.57,0,181,4,8,0,0,Summer
2023-08-12,Beauty,84,33.56,37.97,0,378,5,8,1,0,Summer
2023-08-12,Electronics,171,319.72,500.71,1,486,5,8,1,0,Summer
2023-08-12,Fashion,143,84.11,92.07,0,549,5,8,1,0,Summer
2023-08-12,Food & Grocery,186,24.41,20.43,0,552,5,8,1,0,Summer
2023-08-12,Home & Kitchen,29,122.99,126.49,0,212,5,8,1,0,Summer
2023-08-13,Beauty,234,26.88,32.64,1,670,6,8,1,0,Summer
2023-08-13,Electronics,57,444.38,496.25,0,201,6,8,1,0,Summer
2023-08-13,Fashion,146,85.11,83.95,0,475,6,8,1,0,Summer
2023-08-13,Food & Grocery,191,24.47,26.34,0,825,6,8,1,0,Summer
2023-08-13,Home & Kitchen,31,122.28,123.29,0,189,6,8,1,0,Summer
2023-08-14,Beauty,183,27.44,32.18,1,622,0,8,0,0,Summer
2023-08-14,Electronics,75,444.51,433.14,0,326,0,8,0,0,Summer
2023-08-14,Fashion,107,88.04,83.88,0,510,0,8,0,0,Summer
2023-08-14,Food & Grocery,151,24.41,26.91,0,799,0,8,0,0,Summer
2023-08-14,Home & Kitchen,85,102.01,107.78,1,232,0,8,0,0,Summer
2023-08-15,Beauty,80,35.29,36.06,0,341,1,8,0,0,Summer
2023-08-15,Electronics,76,446.85,439.15,0,300,1,8,0,0,Summer
2023-08-15,Fashion,111,87.65,88.96,0,449,1,8,0,0,Summer
2023-08-15,Food & Grocery,171,24.86,26.47,0,818,1,8,0,0,Summer
2023-08-15,Home & Kitchen,26,121.88,133.85,0,153,1,8,0,0,Summer
2023-08-16,Beauty,186,24.54,38.92,1,501,2,8,0,0,Summer
2023-08-16,Electronics,77,441.35,437.5,0,302,2,8,0,0,Summer
2023-08-16,Fashion,113,86.26,89.24,0,505,2,8,0,0,Summer
2023-08-16,Food & Grocery,179,24.33,24.6,0,463,2,8,0,0,Summer
2023-08-16,Home & Kitchen,43,120.55,136.19,0,124,2,8,0,0,Summer
2023-08-17,Beauty,159,28.17,35.5,1,570,3,8,0,0,Summer
2023-08-17,Electronics,149,397.02,403.15,1,504,3,8,0,0,Summer
2023-08-17,Fashion,326,65.91,77.14,1,552,3,8,0,0,Summer
2023-08-17,Food & Grocery,146,25.58,23.61,0,485,3,8,0,0,Summer
2023-08-17,Home & Kitchen,40,122.93,92.03,0,207,3,8,0,0,Summer
2023-08-18,Beauty,171,25.9,40.41,1,387,4,8,0,0,Summer
2023-08-18,Electronics,106,426.13,472.26,0,218,4,8,0,0,Summer
2023-08-18,Fashion,136,86.53,94.28,0,517,4,8,0,0,Summer
2023-08-18,Food & Grocery,170,25.72,24.62,0,497,4,8,0,0,Summer
2023-08-18,Home & Kitchen,39,121.53,118.68,0,156,4,8,0,0,Summer
2023-08-19,Beauty,91,36.0,26.44,0,405,5,8,1,0,Summer
2023-08-19,Electronics,43,492.2,450.74,0,190,5,8,1,0,Summer
2023-08-19,Fashion,139,82.84,86.38,0,306,5,8,1,0,Summer
2023-08-19,Food & Grocery,164,25.53,24.38,0,611,5,8,1,0,Summer
2023-08-19,Home & Kitchen,33,122.99,115.5,0,122,5,8,1,0,Summer
2023-08-20,Beauty,99,34.29,36.92,0,254,6,8,1,0,Summer
2023-08-20,Electronics,73,444.86,539.38,0,247,6,8,1,0,Summer
2023-08-20,Fashion,155,83.46,95.63,0,545,6,8,1,0,Summer
2023-08-20,Food & Grocery,170,25.39,26.15,0,723,6,8,1,0,Summer
2023-08-20,Home & Kitchen,31,122.7,142.08,0,233,6,8,1,0,Summer
2023-08-21,Beauty,89,33.69,40.81,0,375,0,8,0,0,Summer
2023-08-21,Electronics,91,444.13,458.53,0,205,0,8,0,0,Summer
2023-08-21,Fashion,96,90.92,100.27,0,468,0,8,0,0,Summer
2023-08-21,Food & Grocery,336,20.68,23.78,1,1192,0,8,0,0,Summer
2023-08-21,Home & Kitchen,52,120.91,127.96,0,124,0,8,0,0,Summer
2023-08-22,Beauty,77,35.03,33.06,0,243,1,8,0,0,Summer
2023-08-22,Electronics,83,449.54,457.38,0,359,1,8,0,0,Summer
2023-08-22,Fashion,128,88.65,71.15,0,398,1,8,0,0,Summer
2023-08-22,Food & Grocery,151,25.12,25.6,0,638,1,8,0,0,Summer
2023-08-22,Home & Kitchen,49,113.82,120.87,0,136,1,8,0,0,Summer
2023-08-23,Beauty,94,33.81,29.81,0,263,2,8,0,0,Summer
2023-08-23,Electronics,70,464.27,432.07,0,273,2,8,0,0,Summer
2023-08-23,Fashion,138,82.83,96.39,0,519,2,8,0,0,Summer
2023-08-23,Food & Grocery,171,24.02,26.74,0,743,2,8,0,0,Summer
2023-08-23,Home & Kitchen,52,118.17,129.48,0,126,2,8,0,0,Summer
2023-08-24,Beauty,166,26.58,35.49,1,414,3,8,0,0,Summer
2023-08-24,Electronics,109,440.78,503.52,0,193,3,8,0,0,Summer
2023-08-24,Fashion,158,81.65,83.17,0,354,3,8,0,0,Summer
2023-08-24,Food & Grocery,171,24.85,27.22,0,773,3,8,0,0,Summer
2023-08-24,Home & Kitchen,37,122.57,108.98,0,123,3,8,0,0,Summer
2023-08-25,Beauty,66,35.52,41.94,0,390,4,8,0,0,Summer
2023-08-25,Electronics,102,455.02,528.54,0,324,4,8,0,0,Summer
2023-08-25,Fashion,126,86.87,87.34,0,305,4,8,0,0,Summer
2023-08-25,Food & Grocery,310,19.92,20.16,1,760,4,8,0,0,Summer
2023-08-25,Home & Kitchen,48,120.59,124.8,0,134,4,8,0,0,Summer
2023-08-26,Beauty,83,34.81,31.63,0,329,5,8,1,0,Summer
2023-08-26,Electronics,105,397.3,452.24,1,411,5,8,1,0,Summer
2023-08-26,Fashion,281,76.77,82.97,1,772,5,8,1,0,Summer
2023-08-26,Food & Grocery,133,26.32,21.18,0,663,5,8,1,0,Summer
2023-08-26,Home & Kitchen,32,125.97,132.46,0,172,5,8,1,0,Summer
2023-08-27,Beauty,93,34.44,39.94,0,412,6,8,1,0,Summer
2023-08-27,Electronics,42,451.14,421.55,0,231,6,8,1,0,Summer
2023-08-27,Fashion,133,85.8,88.55,0,587,6,8,1,0,Summer
2023-08-27,Food & Grocery,196,25.01,21.9,0,738,6,8,1,0,Summer
2023-08-27,Home & Kitchen,56,101.56,134.06,1,288,6,8,1,0,Summer
2023-08-28,Beauty,127,31.95,35.64,1,409,0,8,0,0,Summer
2023-08-28,Electronics,72,453.67,386.88,0,280,0,8,0,0,Summer
2023-08-28,Fashion,137,81.29,88.65,0,400,0,8,0,0,Summer
2023-08-28,Food & Grocery,179,26.07,23.38,0,641,0,8,0,0,Summer
2023-08-28,Home & Kitchen,65,116.54,145.24,0,192,0,8,0,0,Summer
2023-08-29,Beauty,71,35.46,33.92,0,300,1,8,0,0,Summer
2023-08-29,Electronics,150,357.49,460.37,1,519,1,8,0,0,Summer
2023-08-29,Fashion,141,85.05,89.98,0,351,1,8,0,0,Summer
2023-08-29,Food & Grocery,195,23.76,21.16,0,642,1,8,0,0,Summer
2023-08-29,Home & Kitchen,61,117.0,109.71,0,127,1,8,0,0,Summer
2023-08-30,Beauty,180,25.47,30.28,1,636,2,8,0,0,Summer
2023-08-30,Electronics,74,455.51,433.45,0,209,2,8,0,0,Summer
2023-08-30,Fashion,150,81.42,81.06,0,322,2,8,0,0,Summer
2023-08-30,Food & Grocery,192,23.89,23.13,0,789,2,8,0,0,Summer
2023-08-30,Home & Kitchen,41,115.67,114.89,0,206,2,8,0,0,Summer
2023-08-31,Beauty,139,31.4,37.23,1,625,3,8,0,0,Summer
2023-08-31,Electronics,90,445.99,437.67,0,226,3,8,0,0,Summer
2023-08-31,Fashion,157,82.06,95.23,0,315,3,8,0,0,Summer
2023-08-31,Food & Grocery,185,24.45,24.19,0,879,3,8,0,0,Summer
2023-08-31,Home & Kitchen,54,118.45,107.88,0,217,3,8,0,0,Summer
2023-09-01,Beauty,176,31.18,39.28,1,363,4,9,0,0,Fall
2023-09-01,Electronics,135,408.09,381.86,1,367,4,9,0,0,Fall
2023-09-01,Fashion,120,85.37,82.45,0,446,4,9,0,0,Fall
2023-09-01,Food & Grocery,177,23.72,20.96,0,558,4,9,0,0,Fall
2023-09-01,Home & Kitchen,45,117.09,115.34,0,171,4,9,0,0,Fall
2023-09-02,Beauty,79,36.42,36.39,0,448,5,9,1,0,Fall
2023-09-02,Electronics,64,448.37,514.97,0,245,5,9,1,0,Fall
2023-09-02,Fashion,162,82.5,83.51,0,333,5,9,1,0,Fall
2023-09-02,Food & Grocery,363,21.7,26.25,1,1008,5,9,1,0,Fall
2023-09-02,Home & Kitchen,28,115.69,112.55,0,172,5,9,1,0,Fall
2023-09-03,Beauty,83,34.05,33.8,0,300,6,9,1,0,Fall
2023-09-03,Electronics,47,482.06,368.97,0,217,6,9,1,0,Fall
2023-09-03,Fashion,130,85.21,79.4,0,514,6,9,1,0,Fall
2023-09-03,Food & Grocery,167,25.49,26.77,0,585,6,9,1,0,Fall
2023-09-03,Home & Kitchen,20,124.32,117.5,0,167,6,9,1,0,Fall
2023-09-04,Beauty,235,25.41,35.79,1,468,0,9,0,0,Fall
2023-09-04,Electronics,97,434.51,446.49,0,319,0,9,0,0,Fall
2023-09-04,Fashion,152,79.38,79.7,0,354,0,9,0,0,Fall
2023-09-04,Food & Grocery,164,24.91,24.18,0,799,0,9,0,0,Fall
2023-09-04,Home & Kitchen,52,115.05,108.69,0,145,0,9,0,0,Fall
2023-09-05,Beauty,77,33.97,39.84,0,304,1,9,0,0,Fall
2023-09-05,Electronics,73,463.5,361.55,0,215,1,9,0,0,Fall
2023-09-05,Fashion,135,85.68,89.15,0,553,1,9,0,0,Fall
2023-09-05,Food & Grocery,142,24.25,28.04,0,471,1,9,0,0,Fall
2023-09-05,Home & Kitchen,43,124.14,119.47,0,134,1,9,0,0,Fall
2023-09-06,Beauty,63,35.53,37.99,0,240,2,9,0,0,Fall
2023-09-06,Electronics,95,450.23,380.29,0,201,2,9,0,0,Fall
2023-09-06,Fashion,131,89.32,82.73,0,423,2,9,0,0,Fall
2023-09-06,Food & Grocery,295,20.66,26.21,1,1113,2,9,0,0,Fall
2023-09-06,Home & Kitchen,47,123.28,107.02,0,188,2,9,0,0,Fall
2023-09-07,Beauty,80,35.1,31.17,0,414,3,9,0,0,Fall
2023-09-07,Electronics,84,459.84,463.85,0,284,3,9,0,0,Fall
2023-09-07,Fashion,126,86.07,95.92,0,487,3,9,0,0,Fall
2023-09-07,Food & Grocery,160,25.55,28.65,0,802,3,9,0,0,Fall
2023-09-07,Home & Kitchen,45,121.36,114.16,0,211,3,9,0,0,Fall
2023-09-08,Beauty,76,35.83,37.24,0,363,4,9,0,0,Fall
2023-09-08,Electronics,88,444.49,450.83,0,217,4,9,0,0,Fall
2023-09-08,Fashion,139,85.48,85.93,0,574,4,9,0,0,Fall
2023-09-08,Food & Grocery,142,25.78,26.31,0,802,4,9,0,0,Fall
2023-09-08,Home & Kitchen,37,120.73,126.8,0,126,4,9,0,0,Fall
2023-09-09,Beauty,101,34.76,30.95,0,364,5,9,1,0,Fall
2023-09-09,Electronics,36,451.36,449.31,0,322,5,9,1,0,Fall
2023-09-09,Fashion,154,86.69,74.0,0,419,5,9,1,0,Fall
2023-09-09,Food & Grocery,200,24.9,20.4,0,817,5,9,1,0,Fall
2023-09-09,Home & Kitchen,31,118.45,120.8,0,150,5,9,1,0,Fall
2023-09-10,Beauty,217,27.64,37.85,1,486,6,9,1,0,Fall
2023-09-10,Electronics,54,456.56,451.21,0,214,6,9,1,0,Fall
2023-09-10,Fashion,174,83.07,87.24,0,490,6,9,1,0,Fall
2023-09-10,Food & Grocery,374,22.06,25.52,1,1183,6,9,1,0,Fall
2023-09-10,Home & Kitchen,30,117.37,115.26,0,148,6,9,1,0,Fall
2023-09-11,Beauty,88,34.43,32.72,0,409,0,9,0,0,Fall
2023-09-11,Electronics,91,475.38,475.74,0,220,0,9,0,0,Fall
2023-09-11,Fashion,116,84.99,86.87,0,455,0,9,0,0,Fall
2023-09-11,Food & Grocery,377,21.65,18.58,1,1287,0,9,0,0,Fall
2023-09-11,Home & Kitchen,60,117.01,112.05,0,200,0,9,0,0,Fall
2023-09-12,Beauty,64,36.02,32.21,0,236,1,9,0,0,Fall
2023-09-12,Electronics,210,398.58,508.87,1,538,1,9,0,0,Fall
2023-09-12,Fashion,142,85.37,87.98,0,484,1,9,0,0,Fall
2023-09-12,Food & Grocery,160,24.93,24.45,0,490,1,9,0,0,Fall
2023-09-12,Home & Kitchen,55,120.5,122.2,0,158,1,9,0,0,Fall
2023-09-13,Beauty,82,35.01,35.74,0,241,2,9,0,0,Fall
2023-09-13,Electronics,90,450.74,507.36,0,312,2,9,0,0,Fall
2023-09-13,Fashion,103,88.73,89.38,0,511,2,9,0,0,Fall
2023-09-13,Food & Grocery,172,25.15,24.83,0,502,2,9,0,0,Fall
2023-09-13,Home & Kitchen,52,124.6,119.67,0,167,2,9,0,0,Fall
2023-09-14,Beauty,222,27.27,39.2,1,607,3,9,0,0,Fall
2023-09-14,Electronics,63,468.13,437.5,0,305,3,9,0,0,Fall
2023-09-14,Fashion,115,86.77,84.14,0,392,3,9,0,0,Fall
2023-09-14,Food & Grocery,144,25.09,25.51,0,835,3,9,0,0,Fall
2023-09-14,Home & Kitchen,50,122.87,132.89,0,239,3,9,0,0,Fall
2023-09-15,Beauty,80,34.11,34.08,0,299,4,9,0,0,Fall
2023-09-15,Electronics,93,446.05,461.12,0,341,4,9,0,0,Fall
2023-09-15,Fashion,356,61.37,72.92,1,459,4,9,0,0,Fall
2023-09-15,Food & Grocery,145,25.24,24.76,0,528,4,9,0,0,Fall
2023-09-15,Home & Kitchen,86,99.96,122.71,1,289,4,9,0,0,Fall
2023-09-16,Beauty,72,35.21,40.46,0,387,5,9,1,0,Fall
2023-09-16,Electronics,106,347.59,434.35,1,309,5,9,1,0,Fall
2023-09-16,Fashion,155,82.7,87.28,0,490,5,9,1,0,Fall
2023-09-16,Food & Grocery,155,25.0,23.38,0,527,5,9,1,0,Fall
2023-09-16,Home & Kitchen,53,103.56,128.23,1,268,5,9,1,0,Fall
