date,departure_date,days_until_departure,fare_class,price,competitor_price,fuel_price_index,capacity,bookings,day_of_week,month,is_weekend,is_holiday
2023-11-11,2024-03-24,134,Economy,298.12,272.43,127.92,180,38,6,3,1,0
2023-11-22,2024-03-24,123,Economy,312.26,308.04,118.16,180,25,6,3,1,0
2023-11-25,2024-03-24,120,Economy,310.15,278.19,116.4,180,47,6,3,1,0
2023-12-10,2024-03-24,105,Economy,353.94,418.49,117.75,180,29,6,3,1,0
2023-12-12,2024-03-24,103,Economy,307.28,325.94,111.52,180,39,6,3,1,0
2023-12-14,2024-03-24,101,Economy,344.84,373.07,119.37,180,55,6,3,1,0
2023-12-21,2024-03-24,94,Economy,337.03,290.0,123.07,180,46,6,3,1,0
2023-12-22,2024-03-24,93,Economy,361.27,273.09,119.34,180,53,6,3,1,0
2023-12-25,2024-03-24,90,Economy,356.38,201.51,115.12,180,57,6,3,1,0
2024-01-02,2024-03-24,82,Economy,378.74,342.88,120.82,180,68,6,3,1,0
2024-01-16,2024-03-24,68,Economy,371.6,404.59,114.98,180,78,6,3,1,0
2024-01-18,2024-03-24,66,Economy,387.13,368.8,120.58,180,66,6,3,1,0
2024-02-14,2024-03-24,39,Economy,413.35,374.06,122.13,180,76,6,3,1,0
2024-02-14,2024-03-24,39,Economy,398.11,432.52,113.22,180,80,6,3,1,0
2024-02-27,2024-03-24,26,Economy,419.06,434.65,120.39,180,90,6,3,1,0
2024-02-29,2024-03-24,24,Economy,436.4,598.75,116.34,180,83,6,3,1,0
2024-03-02,2024-03-24,22,Economy,416.8,430.82,114.32,180,98,6,3,1,0
2024-03-07,2024-03-24,17,Economy,422.44,499.43,140.13,180,89,6,3,1,0
2023-10-29,2024-03-25,148,First,2596.65,2783.96,122.3,12,0,0,3,0,0
2023-11-30,2024-03-25,116,First,2912.55,3406.63,118.46,12,1,0,3,0,0
2023-12-02,2024-03-25,114,First,2946.62,3126.44,122.02,12,4,0,3,0,0
2023-12-03,2024-03-25,113,First,2975.13,2526.07,123.81,12,6,0,3,0,0
2023-12-13,2024-03-25,103,First,3184.07,2984.39,120.89,12,8,0,3,0,0
2023-12-20,2024-03-25,96,First,2981.06,2751.3,117.8,12,10,0,3,0,0
2023-12-25,2024-03-25,91,First,3118.52,2465.04,122.6,12,11,0,3,0,0
2024-01-04,2024-03-25,81,First,3087.66,3091.54,113.53,12,12,0,3,0,0
2024-01-23,2024-03-25,62,First,3218.46,2925.34,122.27,12,12,0,3,0,0
2024-01-31,2024-03-25,54,First,3014.29,3925.55,122.64,12,12,0,3,0,0
2024-02-14,2024-03-25,40,First,3237.81,3565.5,117.17,12,12,0,3,0,0
2024-03-21,2024-03-25,4,First,3877.99,4016.46,116.13,12,12,0,3,0,0
2023-10-16,2024-03-26,162,Economy,282.76,214.76,121.43,180,8,1,3,0,0
2023-11-19,2024-03-26,128,Economy,274.16,348.11,130.42,180,19,1,3,0,0
2023-12-15,2024-03-26,102,Economy,328.73,335.01,126.92,180,23,1,3,0,0
2024-01-29,2024-03-26,57,Economy,423.85,299.24,119.52,180,27,1,3,0,0
2024-02-03,2024-03-26,52,Economy,422.93,451.38,126.64,180,33,1,3,0,0
2024-02-10,2024-03-26,45,Economy,409.97,339.64,123.85,180,37,1,3,0,0
2024-02-12,2024-03-26,43,Economy,405.83,451.12,120.55,180,40,1,3,0,0
2024-02-22,2024-03-26,33,Economy,427.6,378.0,115.43,180,45,1,3,0,0
2024-03-01,2024-03-26,25,Economy,428.3,404.27,121.16,180,48,1,3,0,0
2024-03-06,2024-03-26,20,Economy,430.44,541.72,126.01,180,51,1,3,0,0
2024-03-13,2024-03-26,13,Economy,442.29,498.73,123.75,180,58,1,3,0,0
2024-03-24,2024-03-26,2,Economy,464.96,562.31,123.64,180,64,1,3,0,0
2023-10-09,2024-03-27,170,Economy,245.86,246.44,122.81,180,8,2,3,0,0
2023-10-19,2024-03-27,160,Economy,272.63,263.37,120.48,180,11,2,3,0,0
2023-10-21,2024-03-27,158,Economy,272.83,258.5,116.65,180,14,2,3,0,0
2023-10-30,2024-03-27,149,Economy,294.21,275.98,118.78,180,18,2,3,0,0
2023-11-22,2024-03-27,126,Economy,313.25,277.85,112.76,180,22,2,3,0,0
2023-12-01,2024-03-27,117,Economy,314.91,259.5,118.15,180,26,2,3,0,0
2023-12-29,2024-03-27,89,Economy,351.17,356.23,122.02,180,30,2,3,0,0
2023-12-31,2024-03-27,87,Economy,347.61,344.83,132.38,180,36,2,3,0,0
2024-01-05,2024-03-27,82,Economy,348.55,365.57,130.14,180,46,2,3,0,0
2024-01-11,2024-03-27,76,Economy,398.88,411.26,121.23,180,49,2,3,0,0
2024-01-27,2024-03-27,60,Economy,376.58,428.27,119.35,180,54,2,3,0,0
2024-03-13,2024-03-27,14,Economy,414.99,422.72,120.16,180,61,2,3,0,0
2023-10-14,2024-03-29,167,Economy,263.2,253.7,122.59,180,8,4,3,0,0
2023-11-02,2024-03-29,148,Economy,244.86,232.87,113.23,180,15,4,3,0,0
2023-11-15,2024-03-29,135,Economy,291.57,275.27,122.96,180,22,4,3,0,0
2023-11-25,2024-03-29,125,First,2430.64,2156.12,115.88,12,0,4,3,0,0
2023-12-02,2024-03-29,118,First,2777.76,2718.82,119.13,12,0,4,3,0,0
2023-12-11,2024-03-29,109,First,2972.39,3038.97,118.58,12,0,4,3,0,0
2023-12-15,2024-03-29,105,Economy,353.38,281.07,113.06,180,29,4,3,0,0
2023-12-25,2024-03-29,95,Economy,335.26,267.6,117.14,180,32,4,3,0,0
2023-12-29,2024-03-29,91,Economy,338.68,410.82,127.02,180,40,4,3,0,0
2024-01-04,2024-03-29,85,Economy,361.22,296.96,123.33,180,43,4,3,0,0
2024-01-07,2024-03-29,82,First,3288.68,3014.39,119.7,12,5,4,3,0,0
2024-01-12,2024-03-29,77,First,3557.96,3289.32,117.5,12,6,4,3,0,0
2024-01-17,2024-03-29,72,Economy,365.36,317.77,123.95,180,51,4,3,0,0
2024-01-19,2024-03-29,70,Economy,398.43,420.4,119.85,180,58,4,3,0,0
2024-01-22,2024-03-29,67,Economy,398.36,377.69,116.55,180,63,4,3,0,0
2024-01-29,2024-03-29,60,First,3317.94,3251.8,102.35,12,10,4,3,0,0
2024-02-15,2024-03-29,43,First,3684.01,3075.28,123.84,12,10,4,3,0,0
2024-02-16,2024-03-29,42,First,3339.09,3246.13,127.0,12,12,4,3,0,0
2024-02-17,2024-03-29,41,First,3745.58,3379.17,121.13,12,12,4,3,0,0
2024-03-05,2024-03-29,24,First,3848.55,3993.3,116.3,12,12,4,3,0,0
2024-03-06,2024-03-29,23,First,3673.26,3601.03,122.78,12,12,4,3,0,0
2024-03-14,2024-03-29,15,First,3794.24,4630.73,120.15,12,12,4,3,0,0
2024-03-17,2024-03-29,12,Economy,446.16,454.97,117.47,180,75,4,3,0,0
2024-03-24,2024-03-29,5,Economy,447.96,265.88,118.38,180,84,4,3,0,0
2023-10-29,2024-03-30,153,Business,911.72,978.27,117.39,40,4,5,3,1,0
2023-11-01,2024-03-30,150,Business,902.66,732.96,119.14,40,4,5,3,1,0
2023-11-02,2024-03-30,149,Business,944.26,1003.75,118.61,40,6,5,3,1,0
2023-11-13,2024-03-30,138,Business,959.02,1059.65,111.09,40,6,5,3,1,0
2023-11-27,2024-03-30,124,Business,915.48,899.33,114.18,40,7,5,3,1,0
2023-11-28,2024-03-30,123,Business,919.94,938.34,117.93,40,9,5,3,1,0
2023-11-29,2024-03-30,122,Business,954.09,871.77,124.01,40,13,5,3,1,0
2023-12-06,2024-03-30,115,Business,1106.93,1311.78,122.31,40,15,5,3,1,0
2023-12-26,2024-03-30,95,Business,1024.14,847.81,124.71,40,16,5,3,1,0
2024-01-10,2024-03-30,80,Business,1243.84,1329.86,118.09,40,18,5,3,1,0
2024-03-09,2024-03-30,21,Business,1460.72,1656.53,117.4,40,19,5,3,1,0
2024-03-24,2024-03-30,6,Business,1522.41,1093.79,122.75,40,19,5,3,1,0
2023-10-18,2024-03-31,165,Economy,264.53,242.76,128.79,180,9,6,3,1,0
2023-11-10,2024-03-31,142,Economy,279.62,368.12,112.37,180,22,6,3,1,0
2023-11-21,2024-03-31,131,Economy,313.12,338.38,118.92,180,26,6,3,1,0
2023-12-03,2024-03-31,119,Economy,299.21,330.2,119.99,180,32,6,3,1,0
2023-12-19,2024-03-31,103,Economy,362.63,419.98,111.8,180,38,6,3,1,0
2023-12-28,2024-03-31,94,Economy,330.51,417.37,108.86,180,47,6,3,1,0
2023-12-29,2024-03-31,93,Economy,336.17,388.51,119.1,180,53,6,3,1,0
2024-01-15,2024-03-31,76,Economy,359.43,343.52,121.8,180,64,6,3,1,0
2024-01-24,2024-03-31,67,Economy,379.2,256.68,121.04,180,71,6,3,1,0
2024-02-14,2024-03-31,46,Economy,389.95,473.34,120.04,180,78,6,3,1,0
2024-03-24,2024-03-31,7,Economy,416.88,491.1,133.64,180,92,6,3,1,0
2024-03-26,2024-03-31,5,Economy,388.14,290.07,127.77,180,106,6,3,1,0
2023-10-10,2024-04-01,174,Business,842.9,751.49,119.3,40,1,0,4,0,0
2023-10-14,2024-04-01,170,Business,837.06,1139.31,124.46,40,2,0,4,0,0
2023-10-19,2024-04-01,165,Business,928.57,728.42,124.17,40,3,0,4,0,0
2023-10-21,2024-04-01,163,Economy,257.76,274.02,119.9,180,7,0,4,0,0
2023-10-23,2024-04-01,161,Economy,259.28,207.92,101.34,180,15,0,4,0,0
2023-10-31,2024-04-01,153,Business,921.15,1091.55,111.55,40,5,0,4,0,0
2023-11-08,2024-04-01,145,Economy,288.41,314.16,122.08,180,20,0,4,0,0
2023-11-10,2024-04-01,143,Business,971.33,1471.95,119.42,40,7,0,4,0,0
2023-11-16,2024-04-01,137,Business,908.09,971.78,119.58,40,9,0,4,0,0
2023-11-17,2024-04-01,136,Economy,293.12,288.58,112.27,180,27,0,4,0,0
2023-11-19,2024-04-01,134,Business,957.8,1049.63,121.78,40,10,0,4,0,0
2023-12-02,2024-04-01,121,Economy,300.67,304.32,118.56,180,37,0,4,0,0
2023-12-07,2024-04-01,116,Economy,338.92,401.62,115.86,180,43,0,4,0,0
2023-12-08,2024-04-01,115,Business,1085.29,977.02,121.91,40,14,0,4,0,0
2023-12-09,2024-04-01,114,Economy,321.08,330.88,114.78,180,44,0,4,0,0
2023-12-25,2024-04-01,98,Economy,340.06,400.8,115.49,180,54,0,4,0,0
2023-12-26,2024-04-01,97,Economy,332.91,234.76,110.82,180,59,0,4,0,0
2023-12-30,2024-04-01,93,Economy,328.32,340.97,112.52,180,62,0,4,0,0
2024-01-23,2024-04-01,69,Business,1036.29,1112.77,122.62,40,16,0,4,0,0
2024-02-01,2024-04-01,60,Economy,365.27,428.07,101.0,180,70,0,4,0,0
2024-02-14,2024-04-01,47,Business,1239.7,1148.1,113.91,40,16,0,4,0,0
2024-02-20,2024-04-01,41,Economy,407.47,376.69,115.27,180,79,0,4,0,0
2024-03-20,2024-04-01,12,Business,1378.4,1319.86,126.69,40,18,0,4,0,0
2024-03-29,2024-04-01,3,Business,1387.2,1032.55,109.46,40,19,0,4,0,0
2023-10-21,2024-04-02,164,Economy,267.47,247.93,116.16,180,4,1,4,0,0
2023-11-11,2024-04-02,143,Economy,300.28,330.61,112.69,180,5,1,4,0,0
2023-12-03,2024-04-02,121,Economy,328.3,248.93,113.72,180,14,1,4,0,0
2023-12-16,2024-04-02,108,Economy,328.78,319.13,113.11,180,20,1,4,0,0
2024-01-09,2024-04-02,84,Economy,334.03,266.39,119.96,180,26,1,4,0,0
2024-01-28,2024-04-02,65,Economy,364.82,375.75,108.91,180,29,1,4,0,0
2024-02-02,2024-04-02,60,Economy,403.44,347.76,120.19,180,35,1,4,0,0
2024-02-04,2024-04-02,58,Economy,382.59,358.91,110.8,180,39,1,4,0,0
2024-02-17,2024-04-02,45,Economy,403.71,371.55,114.46,180,44,1,4,0,0
2024-02-18,2024-04-02,44,Economy,444.63,556.51,120.85,180,50,1,4,0,0
2024-02-19,2024-04-02,43,Economy,419.7,297.83,117.7,180,52,1,4,0,0
2024-02-26,2024-04-02,36,Economy,387.1,396.63,116.26,180,57,1,4,0,0
2023-10-21,2024-04-03,165,Economy,259.08,374.08,114.01,180,5,2,4,0,0
2023-11-14,2024-04-03,141,Economy,304.21,295.56,116.02,180,9,2,4,0,0
2023-12-06,2024-04-03,119,Economy,349.26,362.42,121.67,180,14,2,4,0,0
2023-12-09,2024-04-03,116,Economy,309.97,327.9,116.99,180,21,2,4,0,0
2023-12-13,2024-04-03,112,Economy,313.77,312.95,113.08,180,29,2,4,0,0
2024-01-18,2024-04-03,76,Economy,346.59,368.09,114.39,180,33,2,4,0,0
2024-02-07,2024-04-03,56,Economy,401.55,429.4,113.19,180,37,2,4,0,0
2024-02-20,2024-04-03,43,Economy,386.95,386.45,111.52,180,45,2,4,0,0
2024-03-12,2024-04-03,22,Economy,406.54,382.57,122.28,180,57,2,4,0,0
2024-03-20,2024-04-03,14,Economy,428.2,561.87,123.57,180,63,2,4,0,0
2024-03-29,2024-04-03,5,Economy,450.27,458.86,126.02,180,68,2,4,0,0
2024-04-01,2024-04-03,2,Economy,462.41,390.39,118.16,180,72,2,4,0,0
2023-10-09,2024-04-06,180,Economy,249.82,181.32,117.87,180,2,5,4,1,0
2023-10-22,2024-04-06,167,Economy,288.92,335.35,112.02,180,9,5,4,1,0
2023-11-23,2024-04-06,135,Economy,299.51,349.22,118.88,180,11,5,4,1,0
2023-12-22,2024-04-06,106,Economy,324.66,186.86,120.49,180,20,5,4,1,0
2024-01-10,2024-04-06,87,Economy,344.43,354.68,110.52,180,24,5,4,1,0
2024-01-22,2024-04-06,75,Economy,363.46,451.21,116.74,180,28,5,4,1,0
2024-02-09,2024-04-06,57,Economy,386.68,349.97,114.53,180,34,5,4,1,0
2024-02-12,2024-04-06,54,Economy,442.69,411.77,115.24,180,40,5,4,1,0
2024-02-17,2024-04-06,49,Economy,420.7,421.04,111.05,180,43,5,4,1,0
2024-02-29,2024-04-06,37,Economy,403.83,459.71,107.49,180,45,5,4,1,0
2024-03-14,2024-04-06,23,Economy,438.72,480.99,125.03,180,53,5,4,1,0
2024-04-04,2024-04-06,2,Economy,446.45,450.2,119.87,180,56,5,4,1,0
2023-10-27,2024-04-07,163,Economy,281.74,312.64,122.89,180,3,6,4,1,0
2023-10-30,2024-04-07,160,Economy,281.26,314.19,125.17,180,10,6,4,1,0
2023-11-07,2024-04-07,152,Economy,281.88,301.82,116.83,180,14,6,4,1,0
2023-11-17,2024-04-07,142,Economy,302.92,379.47,118.17,180,19,6,4,1,0
2023-11-24,2024-04-07,135,Economy,307.93,308.45,115.52,180,24,6,4,1,0
2023-12-01,2024-04-07,128,Economy,284.65,229.67,122.09,180,30,6,4,1,0
2023-12-04,2024-04-07,125,Economy,322.14,430.95,105.65,180,35,6,4,1,0
2023-12-05,2024-04-07,124,Economy,307.93,283.8,114.58,180,46,6,4,1,0
2024-01-03,2024-04-07,95,Economy,356.98,283.7,124.17,180,53,6,4,1,0
2024-01-17,2024-04-07,81,Economy,354.58,417.71,120.22,180,58,6,4,1,0
2024-03-05,2024-04-07,33,Economy,433.11,429.11,125.91,180,68,6,4,1,0
2024-03-21,2024-04-07,17,Economy,449.26,366.02,116.23,180,73,6,4,1,0
2023-10-15,2024-04-08,176,First,2243.77,2198.75,109.87,12,1,0,4,0,0
2023-11-18,2024-04-08,142,First,2507.98,2872.53,126.39,12,2,0,4,0,0
2023-11-21,2024-04-08,139,First,2628.71,1886.87,121.83,12,3,0,4,0,0
2023-11-27,2024-04-08,133,First,2659.13,2836.63,116.02,12,5,0,4,0,0
2023-12-11,2024-04-08,119,First,2624.55,3293.56,113.31,12,5,0,4,0,0
2023-12-21,2024-04-08,109,First,3186.86,3431.92,122.48,12,6,0,4,0,0
2024-01-15,2024-04-08,84,First,3311.63,3770.88,111.22,12,6,0,4,0,0
2024-02-11,2024-04-08,57,First,2971.15,3155.21,107.9,12,7,0,4,0,0
2024-02-14,2024-04-08,54,First,3350.6,3612.59,116.24,12,9,0,4,0,0
2024-03-01,2024-04-08,38,First,3293.98,2389.82,116.71,12,9,0,4,0,0
2024-03-04,2024-04-08,35,First,3667.03,3309.77,126.75,12,11,0,4,0,0
2024-03-14,2024-04-08,25,First,3901.87,4239.01,119.53,12,11,0,4,0,0
2023-10-22,2024-04-09,170,First,2060.61,1783.23,124.86,12,1,1,4,0,0
2023-10-25,2024-04-09,167,First,2252.83,2177.93,119.69,12,2,1,4,0,0
2023-10-26,2024-04-09,166,First,2441.11,2568.65,109.98,12,1,1,4,0,0
2023-10-27,2024-04-09,165,First,2515.03,2120.53,113.58,12,2,1,4,0,0
2023-10-29,2024-04-09,163,First,2399.72,2174.75,117.71,12,3,1,4,0,0
2023-10-30,2024-04-09,162,First,2403.01,1809.83,113.96,12,1,1,4,0,0
2023-11-03,2024-04-09,158,First,2210.46,2249.47,120.12,12,3,1,4,0,0
2023-11-11,2024-04-09,150,First,2459.25,2063.41,115.12,12,4,1,4,0,0
2023-11-15,2024-04-09,146,First,2516.46,2500.87,124.96,12,5,1,4,0,0
2023-11-25,2024-04-09,136,First,2771.75,2921.86,116.84,12,5,1,4,0,0
2023-11-27,2024-04-09,134,First,2642.04,3130.75,111.15,12,5,1,4,0,0
2023-12-30,2024-04-09,101,First,2985.66,2932.9,132.64,12,7,1,4,0,0
2024-01-22,2024-04-09,78,First,3135.39,2807.25,118.56,12,5,1,4,0,0
2024-01-25,2024-04-09,75,First,3296.5,2813.49,109.09,12,6,1,4,0,0
2024-02-01,2024-04-09,68,First,3597.98,4615.05,127.27,12,8,1,4,0,0
2024-02-28,2024-04-09,41,First,3694.06,3497.69,123.72,12,9,1,4,0,0
2024-03-02,2024-04-09,38,First,3526.17,3973.05,115.07,12,9,1,4,0,0
2024-03-03,2024-04-09,37,First,3480.9,3281.48,117.69,12,9,1,4,0,0
2024-03-08,2024-04-09,32,First,3604.33,3467.99,108.72,12,10,1,4,0,0
2024-03-10,2024-04-09,30,First,3803.64,4554.73,116.38,12,10,1,4,0,0
2024-03-11,2024-04-09,29,First,3673.37,3865.51,115.74,12,12,1,4,0,0
2024-03-16,2024-04-09,24,First,3438.89,3771.48,116.02,12,11,1,4,0,0
2024-03-17,2024-04-09,23,First,3426.21,3660.75,113.48,12,12,1,4,0,0
2024-04-08,2024-04-09,1,First,3980.08,2852.35,117.73,12,12,1,4,0,0
2023-10-25,2024-04-10,168,Economy,278.73,259.86,116.49,180,3,2,4,0,0
2023-10-30,2024-04-10,163,Economy,292.2,320.09,129.63,180,5,2,4,0,0
2023-11-08,2024-04-10,154,Economy,275.05,302.02,122.7,180,14,2,4,0,0
2023-11-18,2024-04-10,144,Economy,287.85,255.12,116.67,180,15,2,4,0,0
2023-12-01,2024-04-10,131,Economy,288.62,233.18,123.43,180,16,2,4,0,0
2023-12-09,2024-04-10,123,Economy,328.29,373.31,121.29,180,23,2,4,0,0
2024-01-27,2024-04-10,74,Economy,397.57,393.8,117.75,180,28,2,4,0,0
2024-02-09,2024-04-10,61,Economy,354.09,338.93,121.47,180,28,2,4,0,0
2024-02-15,2024-04-10,55,Economy,417.42,318.75,108.87,180,31,2,4,0,0
2024-02-27,2024-04-10,43,Economy,417.21,366.28,113.79,180,41,2,4,0,0
2024-03-02,2024-04-10,39,Economy,374.31,334.24,119.9,180,49,2,4,0,0
2024-03-07,2024-04-10,34,Economy,414.15,491.97,125.02,180,55,2,4,0,0
2023-10-17,2024-04-11,177,Economy,243.19,162.55,119.42,180,7,3,4,0,0
2023-11-09,2024-04-11,154,Economy,283.89,209.32,111.71,180,17,3,4,0,0
2023-11-11,2024-04-11,152,Economy,300.51,297.35,108.54,180,23,3,4,0,0
2023-11-27,2024-04-11,136,Economy,314.76,297.9,132.55,180,28,3,4,0,0
2024-01-09,2024-04-11,93,Economy,313.64,321.25,110.56,180,37,3,4,0,0
2024-01-15,2024-04-11,87,Economy,393.07,417.6,112.27,180,42,3,4,0,0
2024-02-14,2024-04-11,57,Economy,360.74,328.73,120.74,180,46,3,4,0,0
2024-02-16,2024-04-11,55,Economy,366.63,265.19,119.5,180,49,3,4,0,0
2024-02-21,2024-04-11,50,Economy,412.94,464.48,118.3,180,55,3,4,0,0
2024-03-09,2024-04-11,33,Economy,398.75,459.77,121.12,180,63,3,4,0,0
2024-03-19,2024-04-11,23,Economy,423.31,312.74,121.46,180,69,3,4,0,0
2024-03-31,2024-04-11,11,Economy,436.3,432.4,115.09,180,74,3,4,0,0
2023-10-25,2024-04-12,170,Economy,296.31,277.96,119.57,180,8,4,4,0,0
2023-12-24,2024-04-12,110,Economy,288.22,364.54,113.31,180,16,4,4,0,0
2023-12-26,2024-04-12,108,Economy,322.06,323.04,108.13,180,21,4,4,0,0
2024-01-03,2024-04-12,100,Economy,333.33,355.07,117.45,180,28,4,4,0,0
2024-01-17,2024-04-12,86,Economy,340.01,349.97,123.36,180,33,4,4,0,0
2024-01-20,2024-04-12,83,Economy,378.67,245.35,117.47,180,44,4,4,0,0
2024-01-25,2024-04-12,78,Economy,349.72,276.27,120.15,180,47,4,4,0,0
2024-01-30,2024-04-12,73,Economy,378.68,403.77,114.28,180,51,4,4,0,0
2024-01-31,2024-04-12,72,Economy,364.81,439.91,126.24,180,59,4,4,0,0
2024-02-26,2024-04-12,46,Economy,402.08,479.49,119.79,180,69,4,4,0,0
2024-03-23,2024-04-12,20,Economy,422.62,464.6,123.62,180,79,4,4,0,0
2024-04-03,2024-04-12,9,Economy,464.79,394.73,113.11,180,90,4,4,0,0
2023-10-18,2024-04-14,179,Business,790.5,769.95,127.88,40,2,6,4,1,0
2023-10-28,2024-04-14,169,Business,812.23,778.38,120.66,40,2,6,4,1,0
2023-11-02,2024-04-14,164,Business,864.86,1006.62,123.66,40,5,6,4,1,0
2023-11-11,2024-04-14,155,Business,852.64,651.91,107.21,40,6,6,4,1,0
2023-11-25,2024-04-14,141,Economy,286.29,354.66,110.31,180,6,6,4,1,0
2023-11-29,2024-04-14,137,Economy,270.55,200.69,114.64,180,14,6,4,1,0
2023-12-18,2024-04-14,118,Economy,306.11,266.89,118.05,180,20,6,4,1,0
2023-12-23,2024-04-14,113,Economy,312.26,248.07,114.27,180,27,6,4,1,0
2024-01-08,2024-04-14,97,Economy,375.67,482.61,115.06,180,35,6,4,1,0
2024-01-12,2024-04-14,93,Business,1043.78,1207.56,118.08,40,7,6,4,1,0
2024-01-21,2024-04-14,84,Business,1080.48,1154.76,120.67,40,7,6,4,1,0
2024-01-23,2024-04-14,82,Business,1065.64,1081.67,112.32,40,9,6,4,1,0
2024-01-30,2024-04-14,75,Economy,376.51,347.87,119.62,180,45,6,4,1,0
2024-02-01,2024-04-14,73,Economy,387.88,405.43,114.64,180,54,6,4,1,0
2024-02-01,2024-04-14,73,Business,1055.07,1076.4,124.47,40,10,6,4,1,0
2024-02-04,2024-04-14,70,Economy,360.39,300.41,122.46,180,63,6,4,1,0
2024-02-04,2024-04-14,70,Business,1167.11,1047.4,118.54,40,13,6,4,1,0
2024-02-05,2024-04-14,69,Economy,339.34,305.18,113.29,180,75,6,4,1,0
2024-02-07,2024-04-14,67,Economy,389.01,444.82,117.23,180,84,6,4,1,0
2024-02-10,2024-04-14,64,Business,1151.81,1329.8,120.97,40,15,6,4,1,0
2024-02-26,2024-04-14,48,Economy,386.62,446.95,119.65,180,90,6,4,1,0
2024-02-29,2024-04-14,45,Business,1314.9,1369.25,121.27,40,16,6,4,1,0
2024-04-04,2024-04-14,10,Economy,450.33,528.3,118.86,180,99,6,4,1,0
2024-04-08,2024-04-14,6,Business,1483.84,1360.66,118.25,40,18,6,4,1,0
2023-10-24,2024-04-16,175,Economy,249.74,297.54,119.93,180,4,1,4,0,0
2023-10-26,2024-04-16,173,Economy,277.56,332.36,120.71,180,10,1,4,0,0
2023-12-09,2024-04-16,129,Economy,315.51,283.51,113.35,180,17,1,4,0,0
2023-12-11,2024-04-16,127,Economy,307.37,347.22,122.19,180,22,1,4,0,0
2023-12-13,2024-04-16,125,Economy,306.1,329.33,120.72,180,29,1,4,0,0
2023-12-28,2024-04-16,110,Economy,303.75,378.21,122.15,180,36,1,4,0,0
2024-01-01,2024-04-16,106,Economy,384.15,385.1,113.61,180,42,1,4,0,0
2024-02-12,2024-04-16,64,Economy,381.97,398.42,124.23,180,46,1,4,0,0
2024-02-29,2024-04-16,47,Economy,414.31,391.02,116.01,180,57,1,4,0,0
2024-03-25,2024-04-16,22,Economy,408.75,381.05,126.52,180,64,1,4,0,0
2024-04-03,2024-04-16,13,Economy,445.12,509.42,116.95,180,73,1,4,0,0
2024-04-13,2024-04-16,3,Economy,419.68,381.6,123.57,180,86,1,4,0,0
2023-10-22,2024-04-18,179,Economy,256.87,221.11,119.19,180,6,3,4,0,0
2023-11-05,2024-04-18,165,Economy,265.04,220.36,111.67,180,13,3,4,0,0
2023-11-16,2024-04-18,154,Economy,258.47,207.6,111.33,180,21,3,4,0,0
2023-12-01,2024-04-18,139,Economy,305.15,289.68,107.96,180,30,3,4,0,0
2023-12-17,2024-04-18,123,Economy,318.99,255.37,120.09,180,34,3,4,0,0
2023-12-20,2024-04-18,120,Economy,326.83,360.58,124.8,180,45,3,4,0,0
2023-12-23,2024-04-18,117,Economy,279.41,262.63,126.52,180,51,3,4,0,0
2024-01-07,2024-04-18,102,Economy,315.87,297.79,112.68,180,56,3,4,0,0
2024-01-15,2024-04-18,94,Economy,337.37,273.38,116.03,180,63,3,4,0,0
2024-01-17,2024-04-18,92,Economy,329.45,284.26,112.02,180,67,3,4,0,0
2024-02-25,2024-04-18,53,Economy,404.92,436.53,114.38,180,77,3,4,0,0
2024-03-25,2024-04-18,24,Economy,437.22,489.03,119.44,180,85,3,4,0,0
2023-11-13,2024-04-19,158,Business,938.92,995.23,120.99,40,3,4,4,0,0
2023-11-18,2024-04-19,153,Economy,267.66,249.05,115.04,180,5,4,4,0,0
2023-11-23,2024-04-19,148,Business,898.99,830.33,119.78,40,3,4,4,0,0
2023-11-25,2024-04-19,146,Business,831.35,1114.95,116.16,40,3,4,4,0,0
2023-12-04,2024-04-19,137,Economy,320.92,313.0,117.47,180,10,4,4,0,0
2023-12-06,2024-04-19,135,Business,969.85,990.08,113.9,40,1,4,4,0,0
2023-12-06,2024-04-19,135,Economy,328.88,371.12,115.04,180,17,4,4,0,0
2023-12-10,2024-04-19,131,Business,920.14,1019.57,102.93,40,2,4,4,0,0
2023-12-20,2024-04-19,121,Business,983.27,789.61,116.24,40,2,4,4,0,0
2023-12-25,2024-04-19,116,Economy,309.19,375.63,117.41,180,27,4,4,0,0
2023-12-30,2024-04-19,111,Business,971.38,1116.64,117.53,40,5,4,4,0,0
2024-01-06,2024-04-19,104,Business,1115.48,1075.95,123.19,40,5,4,4,0,0
2024-01-17,2024-04-19,93,Business,1006.31,952.05,114.75,40,5,4,4,0,0
2024-01-23,2024-04-19,87,Business,1094.42,1356.28,117.55,40,6,4,4,0,0
2024-01-23,2024-04-19,87,Economy,372.94,388.15,110.31,180,31,4,4,0,0
2024-01-29,2024-04-19,81,Economy,362.35,403.84,110.05,180,38,4,4,0,0
2024-02-02,2024-04-19,77,Business,1256.96,1391.65,112.73,40,5,4,4,0,0
2024-02-04,2024-04-19,75,Business,1177.4,712.89,116.39,40,6,4,4,0,0
2024-02-05,2024-04-19,74,Business,1163.05,1069.2,108.77,40,5,4,4,0,0
2024-02-11,2024-04-19,68,Business,1281.45,1208.19,116.8,40,5,4,4,0,0
2024-02-16,2024-04-19,63,Business,1350.86,1352.66,122.79,40,5,4,4,0,0
2024-02-16,2024-04-19,63,Economy,361.75,475.87,122.65,180,43,4,4,0,0
